ror,vendor_org_id,n,row_number
https://ror.org/01e57nb43,Hospital Puerta de Hierro-Majadahonda,388,1
https://ror.org/01e6ksd91,IUAV University Venice,127,1
https://ror.org/01e6qks80,Dalhousie University,3423,1
https://ror.org/01e7wth34,INRAE,68,1
https://ror.org/01e8etd40,"Agence Nationale de Securite Sanitaire de l'Alimentation, de l'Environnement du Travail (ANSES)",5,1
https://ror.org/01e8kn913,CHU Lille,141,1
https://ror.org/01ea4na26,Universite Paris-Est-Creteil-Val-de-Marne (UPEC),34,1
https://ror.org/01ed4t417,Institut National de la Sante et de la Recherche Medicale (Inserm),396,1
https://ror.org/01ee9ar58,University of Nottingham,9868,1
https://ror.org/01eem7c55,Institut National de la Sante et de la Recherche Medicale (Inserm),23,1
https://ror.org/01eeqzy24,Volda University College,64,1
https://ror.org/01eezs655,University of Regensburg,1889,1
https://ror.org/01eg9n443,Hame University of Applied Sciences,16,1
https://ror.org/01egahc47,Royal College of Art - UK,46,1
https://ror.org/01egbmk61,Universite de Poitiers,3,1
https://ror.org/01egwg173,University of Edinburgh,14,1
https://ror.org/01ehe5s81,Hospital Universitario de Getafe,141,1
https://ror.org/01ej9dk98,University of Melbourne,18147,1
https://ror.org/01encsj80,University of Botswana,108,1
https://ror.org/01esghr10,Columbia University,2,1
https://ror.org/01et6g203,Universite Paris Cite,55,1
https://ror.org/01etz1309,Pamukkale University,470,1
https://ror.org/01evwfd48,Bernhard Nocht Institut fur Tropenmedizin,38,1
https://ror.org/01ew38b77,University of Bielsko-Biala,74,1
https://ror.org/01eyb5f38,University of California System,1,1
https://ror.org/01ezw9n40,Ruprecht Karls University Heidelberg,10,1
https://ror.org/01f0prq08,Karolinska Institutet,11,1
https://ror.org/01f1amm71,Universite de Rennes,167,1
https://ror.org/01f4dr878,Kazimierz Pulaski University of Technology & Humanities in Radom,35,1
https://ror.org/01f5b8367,Bielefeld University of Applied Sciences,1,1
https://ror.org/01f5tnx94,Istituto di Geoscienze e Georisorse (IGG-CNR),1,1
https://ror.org/01f5wp925,UOC Universitat Oberta de Catalunya,216,1
https://ror.org/01f5ytq51,Texas A&M University System,3877,1
https://ror.org/01f677e56,SINTEF,877,1
https://ror.org/01faaaf77,University of Graz,1918,1
https://ror.org/01fah6g03,Consejo Superior de Investigaciones Cientificas (CSIC),360,1
https://ror.org/01fbde567,Max Planck Society,370,1
https://ror.org/01fcvkv23,Sirnak University,28,1
https://ror.org/01fdvj254,Universite Federale Toulouse Midi-Pyrenees (ComUE),7,1
https://ror.org/01fdxwh83,University of Boras,366,1
https://ror.org/01fe0jt45,Bosch,1,1
https://ror.org/01ff5td15,Northwell Health,15,1
https://ror.org/01fftxe08,Universite Paris Saclay,139,1
https://ror.org/01fgmnw14,Paracelsus Private Medical University,36,1
https://ror.org/01fm87m50,Rambam Health Care Campus,345,1
https://ror.org/01fphh031,University Hospitals of Leicester NHS Trust,1,1
https://ror.org/01fpkt395,Paracelsus Private Medical University,50,1
https://ror.org/01fqrjt38,"Instituto Nacional de Investigacao Agraria e Veterinaria, IP (INIAV)",21,1
https://ror.org/01frn9647,Universite de Pau et des Pays de l'Adour,165,1
https://ror.org/01fv25t22,CEA,17,1
https://ror.org/01fvbaw18,Universidad de Valladolid,1936,1
https://ror.org/01fvmtt37,Trinity College Dublin,152,1
https://ror.org/01fvx3s14,Centre National de la Recherche Scientifique (CNRS),13,1
https://ror.org/01fxqs415,Kutahya Health Sciences University,49,1
https://ror.org/01fz7mn40,Ecole Nationale de la Statistique et de l'Analyse de l'Information (ENSAI),13,1
https://ror.org/01fzsd381,University of Hamburg,14,1
https://ror.org/01g140v14,Chinese Academy of Sciences,1,1
https://ror.org/01g1pe685,NEOMA Business School,108,1
https://ror.org/01g25jp36,Netherlands Institute of Ecology (NIOO-KNAW),313,1
https://ror.org/01g3mb532,Universite de Strasbourg,68,1
https://ror.org/01g5pq328,Centre National de la Recherche Scientifique (CNRS),139,1
https://ror.org/01g67by91,Mercer University,4,1
https://ror.org/01g7s6g79,Neuroscience Research Australia,357,1
https://ror.org/01g80gk13,Universite Paris Cite,7,1
https://ror.org/01g9ty582,Semmelweis University,1885,1
https://ror.org/01gan4k05,Universite de Caen Normandie,52,1
https://ror.org/01gbppd30,INRAE,3,1
https://ror.org/01ge5zt06,Eberswalde University for Sustainable Development,31,1
https://ror.org/01ge67z96,University of London,884,1
https://ror.org/01ggx4157,European Organization for Nuclear Research (CERN),1420,1
https://ror.org/01ghvgs84,Sorbonne Universite,8,1
https://ror.org/01gje7n16,Universite de Picardie Jules Verne (UPJV),18,1
https://ror.org/01gkym270,Max Planck Society,1,1
https://ror.org/01gnp4591,Institute of Chemical Engineering of the Polish Academy of Sciences,19,1
https://ror.org/01gntjh03,Utrecht University,400,1
https://ror.org/01grm4y17,Technical University of Munich,4,1
https://ror.org/01gshyb58,Qatar Mobility Innovations Center (QMIC),13,1
https://ror.org/01gtsa866,Consiglio Nazionale delle Ricerche (CNR),114,1
https://ror.org/01gv74p78,Universite de Montreal,645,1
https://ror.org/01gw3d370,University of Windsor,989,1
https://ror.org/01gyxrk03,Universite de Picardie Jules Verne (UPJV),356,1
https://ror.org/01gzszr18,Foundation for Research & Technology - Hellas (FORTH),10,1
https://ror.org/01h06nz15,University of Melbourne,9,1
https://ror.org/01h0a3k64,Universite de Lille - ISITE,1,1
https://ror.org/01h14ww21,Centre National de la Recherche Scientifique (CNRS),11,1
https://ror.org/01h22ap11,Pennsylvania State University,542,1
https://ror.org/01h2taq97,Universidad Nacional de Colombia,4,1
https://ror.org/01h494015,Czech Academy of Sciences,101,1
https://ror.org/01h4bh480,Royal College of Surgeons - Ireland,45,1
https://ror.org/01h4fxd96,Grenoble Ecole Management,103,1
https://ror.org/01h4kpz66,Bogazici University,1,1
https://ror.org/01h4rra97,CIRAD,15,1
https://ror.org/01h55za35,Curtin University,1,1
https://ror.org/01h7cca57,Sapporo Medical University,180,1
https://ror.org/01h7vw195,University of Hamburg,1,1
https://ror.org/01h8mzz32,Institute of Metals & Technology - Slovenia,54,1
https://ror.org/01h8pf755,Universite de Toulouse,136,1
https://ror.org/01h9sha04,Institute of the Polish Language of the Polish Academy of Sciences,3,1
https://ror.org/01ha22c77,Centre National de la Recherche Scientifique (CNRS),51,1
https://ror.org/01hb6tn62,Fundacion Universitaria del Area Andina,7,1
https://ror.org/01hbyc103,"University of Natural Resources & Life Sciences, Vienna",1,1
https://ror.org/01hcx6992,Humboldt University of Berlin,5559,1
https://ror.org/01hdkb925,Jozef Stefan Institute,68,1
https://ror.org/01hg8p552,Sorbonne Universite,26,1
https://ror.org/01hhn8329,Max Planck Society,250,1
https://ror.org/01hhnmk90,"National University of Science & Technology, Oman",5,1
https://ror.org/01hhqsm59,University of Western Australia,487,1
https://ror.org/01hkc4630,Friedrich Schiller University of Jena,1,1
https://ror.org/01hmrqc81,Technische Universitat Ilmenau,3,1
https://ror.org/01hnv8x68,Georg Eckert Institut,5,1
https://ror.org/01hpqfm28,Connecticut College,38,1
https://ror.org/01hq59z49,CSIC - Estacion Experimental de Zonas Aridas (EEZA),94,1
https://ror.org/01hq89f96,CHU Bordeaux,720,1
https://ror.org/01hs8x754,Stellenbosch University,146,1
https://ror.org/01hsjcv06,Czech Academy of Sciences,27,1
https://ror.org/01hssm416,University of London,16,1
https://ror.org/01hsw0492,Justus Liebig University Giessen,4,1
https://ror.org/01hv94n30,Shanghai Jiao Tong University,7,1
https://ror.org/01hwamj44,University of Antwerp,1,1
https://ror.org/01hxbnq19,Institute of Theoretical & Applied Mechanics of the Czech Academy of Sciences,25,1
https://ror.org/01hxy9878,Royal College of Surgeons - Ireland,1172,1
https://ror.org/01hy4qx27,University of Minnesota System,114,1
https://ror.org/01hyg6578,Universidade Nova de Lisboa,4,1
https://ror.org/01hynnt93,Central Institute of Mental Health,246,1
https://ror.org/01hzg6v66,University of London,1,1
https://ror.org/01j1n1798,University of London,165,1
https://ror.org/01j25h453,University of British Columbia,20,1
https://ror.org/01j2dwr66,University of Erlangen Nuremberg,1,1
https://ror.org/01j2kd606,Trinity Western University,46,1
https://ror.org/01j4h9t83,Institut de Recherche pour le Developpement (IRD),12,1
https://ror.org/01j5n9f07,Hungarian Academy of Sciences,1,1
https://ror.org/01j6cta96,Universite Jean Monnet,1,1
https://ror.org/01j6drw72,Consiglio Nazionale delle Ricerche (CNR),156,1
https://ror.org/01j7c0b24,Rush University,414,1
https://ror.org/01j818n92,Free University of Berlin,1,1
https://ror.org/01j9f6752,University of Koblenz & Landau,306,1
https://ror.org/01j9p1r26,University of L'Aquila,1598,1
https://ror.org/01j9zyw40,Polish Academy of Sciences,47,1
https://ror.org/01jbb3w63,CHU de Reims,248,1
https://ror.org/01jdpyv68,Saarland University,1565,1
https://ror.org/01jem9c82,Consejo Superior de Investigaciones Cientificas (CSIC),26,1
https://ror.org/01jg3a168,Gosford Hospital,86,1
https://ror.org/01jg7hk52,Consejo Superior de Investigaciones Cientificas (CSIC),15,1
https://ror.org/01jgp6d54,Istituto Nazionale Astrofisica (INAF),4,1
https://ror.org/01jh1mm11,Istanbul University - Cerrahpasa,29,1
https://ror.org/01jhsfg10,Universidade de Lisboa,6,1
https://ror.org/01jjhfr75,Ozyegin University,132,1
https://ror.org/01jm8fn98,Universite de Strasbourg,33,1
https://ror.org/01jmxt844,University of Otago,5232,1
https://ror.org/01jnc6p74,University of Sherbrooke,30,1
https://ror.org/01js2sh04,Helmholtz Association,486,1
https://ror.org/01js4x705,University of Jyvaskyla,1,1
https://ror.org/01js9jv94,European Business School (EBS) University,52,1
https://ror.org/01jsenc11,Consejo Superior de Investigaciones Cientificas (CSIC),27,1
https://ror.org/01jsgmp44,Hungarian Academy of Sciences,26,1
https://ror.org/01jsq2704,Eotvos Lorand University,1690,1
https://ror.org/01jt38m64,University of Birmingham,1,1
https://ror.org/01jt5ms28,Centre National de la Recherche Scientifique (CNRS),38,1
https://ror.org/01jty7g66,Leipzig University,69,1
https://ror.org/01jwcme05,KU Leuven,4,1
https://ror.org/01k1ngp50,Centre National de la Recherche Scientifique (CNRS),160,1
https://ror.org/01k1v7590,Universite de Rouen Normandie,31,1
https://ror.org/01k2y1055,University of Wolverhampton,475,1
https://ror.org/01k383v05,Institut National des Sciences Appliquees de Lyon - INSA Lyon,100,1
https://ror.org/01k40cz91,Institut National de la Sante et de la Recherche Medicale (Inserm),2,1
https://ror.org/01k4yrm29,Korea Institute of Science & Technology Information (KISTI),29,1
https://ror.org/01k5h5v15,University of Birmingham,3,1
https://ror.org/01k5qnb77,Robert Koch Institute,361,1
https://ror.org/01k6z4z19,Bremen Institute for Applied Beam Technology,19,1
https://ror.org/01k7a6660,Hennepin County Medical Center,49,1
https://ror.org/01k8ej563,Keio University,48,1
https://ror.org/01k8nkc73,University of Queensland,59,1
https://ror.org/01k97gp34,Dortmund University of Technology,2445,1
https://ror.org/01k999n94,Hamad Medical Corporation,1,1
https://ror.org/01k9xac83,Rush University,67,1
https://ror.org/01kd65564,University of Texas System,43,1
https://ror.org/01kdj2848,Consiglio Nazionale delle Ricerche (CNR),289,1
https://ror.org/01kg8sb98,Indiana University System,248,1
https://ror.org/01khsr243,McMaster University,12,1
https://ror.org/01khx4a30,University of London,886,1
https://ror.org/01kj2bm70,Newcastle University - UK,6866,1
https://ror.org/01kjc7m95,Polish Academy of Sciences,91,1
https://ror.org/01kmg3290,University of Fukui,13,1
https://ror.org/01kn7bc28,University of Johannesburg,2,1
https://ror.org/01kpzv902,Flinders University South Australia,4046,1
https://ror.org/01kratx56,University of Munich,4,1
https://ror.org/01ks4c961,Arts et Metiers Institute of Technology,25,1
https://ror.org/01kv3wg35,Peking University,7,1
https://ror.org/01kvxx237,Universite de Franche-Comte,32,1
https://ror.org/01kwx4m12,Universite de Lorraine,9,1
https://ror.org/01kxesq83,IMT - Institut Mines-Telecom,72,1
https://ror.org/01m1pv723,University of Geneva,1531,1
https://ror.org/01m39hd75,University of Sassari,25,1
https://ror.org/01m3rmj58,Educational Research Institute (IBE),6,1
https://ror.org/01m59r132,Akdeniz University,781,1
https://ror.org/01m6as704,UNICANCER,81,1
https://ror.org/01m71e459,Universite de Strasbourg,29,1
https://ror.org/01m84wm78,Universite Rennes 2,44,1
https://ror.org/01mcqw380,Polish Academy of Sciences,33,1
https://ror.org/01me6gb93,Kaunas University of Technology,89,1
https://ror.org/01mfmr054,Consiglio Nazionale delle Ricerche (CNR),40,1
https://ror.org/01mk1hj86,Paul Drude Institute for Solid State Electronics,133,1
https://ror.org/01mmady97,German Heart Center Berlin,35,1
https://ror.org/01mqtzm43,Consejo Superior de Investigaciones Cientificas (CSIC),24,1
https://ror.org/01mrkb883,University of Daugavpils,3,1
https://ror.org/01mtcc283,Le Mans Universite,118,1
https://ror.org/01mts2g59,Universite de Bordeaux,18,1
https://ror.org/01mvzn566,Universite PSL,58,1
https://ror.org/01mxnn839,Ruhr University Bochum,32,1
https://ror.org/01mzk5576,Leibniz Institut fur Pflanzenbiochemie,91,1
https://ror.org/01n1ayq61,Consiglio Nazionale delle Ricerche (CNR),26,1
https://ror.org/01n6r0e97,Potsdam Institut fur Klimafolgenforschung,149,1
https://ror.org/01n78t774,Polish Academy of Sciences,420,1
https://ror.org/01n80c364,SWPS University of Social Sciences & Humanities,5,1
https://ror.org/01n8j6z65,Otto von Guericke University,1,1
https://ror.org/01n8x4993,Universidade de Coimbra,60,1
https://ror.org/01naq7912,IMT - Institut Mines-Telecom,65,1
https://ror.org/01nckkm68,Sophia University,117,1
https://ror.org/01ncx3917,University of Cambridge,29,1
https://ror.org/01nffqt88,Polytechnic University of Milan,6296,1
https://ror.org/01nfmeh72,University of Tasmania,4472,1
https://ror.org/01nftxb06,Leibniz Institut fur Gewasserokologie und Binnenfischerei (IGB),426,1
https://ror.org/01ngpvg12,Max Planck Society,637,1
https://ror.org/01nh64743,Fraunhofer Gesellschaft,6,1
https://ror.org/01nj8sa76,University of Glasgow,3,1
https://ror.org/01nkhmn89,Biruni University,107,1
https://ror.org/01nqk4x38,National Defense University - USA,3,1
https://ror.org/01nr6fy72,University Medical Centre Ljubljana,565,1
https://ror.org/01nrxwf90,University of Edinburgh,12018,1
https://ror.org/01nsd7y51,Consejo Superior de Investigaciones Cientificas (CSIC),72,1
https://ror.org/01nsxs283,University of Newcastle,44,1
https://ror.org/01nw6qk38,Universite de Bordeaux,232,1
https://ror.org/01nxxp011,University of Rostock,4,1
https://ror.org/01nyatq71,Consiglio Nazionale delle Ricerche (CNR),43,1
https://ror.org/01nyrrx14,Universite de Lorraine,250,1
https://ror.org/01nyv7k26,Oita University,33,1
https://ror.org/01nzkaw91,Universite Cote d'Azur,7,1
https://ror.org/01nzxq896,University of Texas Southwestern Medical Center Dallas,1,1
https://ror.org/01p178v10,Institut National de la Sante et de la Recherche Medicale (Inserm),249,1
https://ror.org/01p19k166,Newcastle University - UK,401,1
https://ror.org/01p2zg436,Macquarie University,11,1
https://ror.org/01p618c36,University of Oslo,6,1
https://ror.org/01p6yxw64,University of California Los Angeles,1,1
https://ror.org/01p830915,Morriston Hospital,176,1
https://ror.org/01p93h210,University of South Australia,3296,1
https://ror.org/01pa4h393,Aix-Marseille Universite,198,1
https://ror.org/01pa62v70,Tokyo Denki University,10,1
https://ror.org/01paa1e42,Universite PSL,2,1
https://ror.org/01pawvf59,Centre National de la Recherche Scientifique (CNRS),18,1
https://ror.org/01pbhra64,Morehouse School of Medicine,28,1
https://ror.org/01pd2sz18,Institut Agro,6,1
https://ror.org/01pdam362,Hungarian Academy of Sciences,92,1
https://ror.org/01pe10g60,Polish Academy of Sciences,44,1
https://ror.org/01pe3t004,Indian Institute of Science Education & Research (IISER) - Thiruvananthapuram,5,1
https://ror.org/01petg633,CNRS - Institute for Humanities & Social Sciences (INSHS),1,1
https://ror.org/01pf2cj55,University of Basque Country,59,1
https://ror.org/01pfter31,Centre National de la Recherche Scientifique (CNRS),89,1
https://ror.org/01pgex273,Karolinska Institutet,22,1
https://ror.org/01ph39d13,Laboratoire National de Metrologie et d'Essais (LNE),18,1
https://ror.org/01phydj90,Akdeniz University,17,1
https://ror.org/01pndgw26,Martin Luther University Halle Wittenberg,25,1
https://ror.org/01pnej532,Szeged University,2001,1
https://ror.org/01prbq409,Instituto Superior de Ciencias da Saude Egas Moniz,54,1
https://ror.org/01prjcc04,University of Rostock,2,1
https://ror.org/01prxdf57,Mines Saint-Etienne,47,1
https://ror.org/01psb9158,Universite Paris Saclay,1,1
https://ror.org/01px5cv07,Reichman University,203,1
https://ror.org/01pxkj057,Eberhard Karls University of Tubingen,3,1
https://ror.org/01pxwe438,McGill University,8486,1
https://ror.org/01pzjt917,University Hospital of Araba,5,1
https://ror.org/01pznaa94,Copenhagen Business School,6,1
https://ror.org/01q046q46,CHU Lyon,83,1
https://ror.org/01q1z8k08,State University of New York (SUNY) System,3,1
https://ror.org/01q2fk491,Institute of Technology & Life Sciences,11,1
https://ror.org/01q3tbs38,King Abdullah University of Science & Technology,2338,1
https://ror.org/01q496a73,University of Oxford,178,1
https://ror.org/01q5ge486,Centre National de la Recherche Scientifique (CNRS),134,1
https://ror.org/01q6zce06,Technical University of Munich,1,1
https://ror.org/01q8b6q23,Luiss Guido Carli University,238,1
https://ror.org/01q8ytn75,Laval University,62,1
https://ror.org/01q9drc95,CSIC - Instituto de Ciencias Agrarias (ICA),56,1
https://ror.org/01q9r1072,Boys Town National Research Hospital,23,1
https://ror.org/01q9sj412,University of Bern,2651,1
https://ror.org/01qafy255,"MF Norwegian School Theology, Religion & Society",30,1
https://ror.org/01qaqcf60,University of Bialystok,308,1
https://ror.org/01qavk531,Catharina Hospital,404,1
https://ror.org/01qb09m39,Lincoln University - New Zealand,3,1
https://ror.org/01qckj285,Universidade da Coruna,1332,1
https://ror.org/01qcq9d74,Korea Institute of Machinery & Materials (KIMM),319,1
https://ror.org/01qcxb695,University of Oxford,6,1
https://ror.org/01qdmn762,Saint Marys University - Canada,1,1
https://ror.org/01qdqrj31,Universite Paris Cite,9,1
https://ror.org/01qg3j183,University of Ioannina,648,1
https://ror.org/01qgecw57,Bristol Royal Hospital For Children,179,1
https://ror.org/01qhqcj41,Universite de Technologie de Troyes,64,1
https://ror.org/01qj7sc02,Czech Academy of Sciences,3,1
https://ror.org/01qjrx392,University of Liechtenstein,70,1
https://ror.org/01qm1tk92,Universite Paris Saclay,3,1
https://ror.org/01qpw1b93,Wroclaw Medical University,622,1
https://ror.org/01qqpzg67,University of Southampton,200,1
https://ror.org/01qtasp15,European Southern Observatory,8,1
https://ror.org/01qw0br74,Hungarian University of Agriculture & Life Sciences,1,1
https://ror.org/01qxm2j98,Polish Academy of Sciences,187,1
https://ror.org/01qymej67,Universitat Kassel,1,1
https://ror.org/01qz7fr76,University of Sussex,499,1
https://ror.org/01r024a98,Chung Ang University,9,1
https://ror.org/01r0c1p88,University System of Maryland,2,1
https://ror.org/01r0dam38,Corporacion Universitaria Minuto de Dios (UNIMINUTO),16,1
https://ror.org/01r13mt55,Miguel Servet University Hospital,317,1
https://ror.org/01r22mr83,University of Ghana,35,1
https://ror.org/01r4hwz76,Hungarian Academy of Sciences,41,1
https://ror.org/01r4tcq81,University of California System,46,1
https://ror.org/01r5afm23,Universidad La Gran Colombia,3,1
https://ror.org/01r6bzv07,National Academy of Sciences Ukraine,1,1
https://ror.org/01r70sq06,Carinthia University of Applied Sciences,1,1
https://ror.org/01r7awg59,University of Guelph,2896,1
https://ror.org/01r8m0a35,Ohio State University,10,1
https://ror.org/01r8xsy94,heSam Universite,40,1
https://ror.org/01r9ea713,Ain Shams University,7,1
https://ror.org/01r9z8p25,Universidad de la Laguna,1012,1
https://ror.org/01racwh88,Safran S.A.,1,1
https://ror.org/01rdrb571,Philipps University Marburg,2538,1
https://ror.org/01rf5x574,Aix-Marseille Universite,50,1
https://ror.org/01rfnc002,Friedrich Schiller University of Jena,9,1
https://ror.org/01rfstj90,University of London,1,1
https://ror.org/01rg40y89,Consiglio Nazionale delle Ricerche (CNR),192,1
https://ror.org/01rhff309,Natural Environment Research Council (NERC),391,1
https://ror.org/01rjnta51,University of Oxford,237,1
https://ror.org/01rk35k63,Institut National des Sciences Appliquees de Lyon - INSA Lyon,67,1
https://ror.org/01rk3xf02,Athens School of Fine Arts,2,1
https://ror.org/01rkqb281,Leibniz Institut fur Raumbezogene Sozialforschung (IRS),65,1
https://ror.org/01rm2sw78,Consejo Superior de Investigaciones Cientificas (CSIC),104,1
https://ror.org/01rmh6e96,Menzies School of Health Research,1,1
https://ror.org/01rmh9n78,University of New Hampshire,3,1
https://ror.org/01rnfhz46,Institut National des Sciences Appliquees de Lyon - INSA Lyon,204,1
https://ror.org/01rp2a061,Acibadem University,86,1
https://ror.org/01rpe9k96,Gaziosmanpasa University,295,1
https://ror.org/01rqcwn02,LCC International University,7,1
https://ror.org/01rrd4612,Hiroshima University,4,1
https://ror.org/01rs1gy10,CEA,370,1
https://ror.org/01rtyzb94,Rensselaer Polytechnic Institute,54,1
https://ror.org/01rv4p989,Middlesex University,671,1
https://ror.org/01rvn4p91,Swiss Federal Institutes of Technology Domain,115,1
https://ror.org/01rvqha10,Fraunhofer Gesellschaft,28,1
https://ror.org/01rwkhb30,Korea Institute of Materials Science (KIMS),530,1
https://ror.org/01rxfrp27,La Trobe University,4602,1
https://ror.org/01ryk1543,University of Southampton,7230,1
https://ror.org/01ryrwk91,Universidade do Porto,10,1
https://ror.org/01s033b11,Glasgow School of Art,12,1
https://ror.org/01s0phq15,Queen Alexandra Hospital,1,1
https://ror.org/01s0wyf50,"Computer Network Information Center, CAS",3,1
https://ror.org/01s1h3j07,Free University of Berlin,67,1
https://ror.org/01s3fs709,Institut Agro,64,1
https://ror.org/01s5axj25,Sinai Health System Toronto,215,1
https://ror.org/01s5dt366,General University Hospital of Larissa,112,1
https://ror.org/01s5jzh92,Stockholm School of Economics,337,1
https://ror.org/01s7w1z60,Queens University - Canada,24,1
https://ror.org/01s8rwd67,Aix-Marseille Universite,6,1
https://ror.org/01sdnnq10,Gebze Technical University,351,1
https://ror.org/01sdp1y98,Universite de Poitiers,41,1
https://ror.org/01sf06y89,Macquarie University,5302,1
https://ror.org/01sgfhb12,Scuola Normale Superiore di Pisa,18,1
https://ror.org/01sh1xg03,CHU Lyon,1,1
https://ror.org/01sjh9112,University Quebec Abitibi-Temiscamingue,1,1
https://ror.org/01sjmsj73,INRAE,42,1
https://ror.org/01sp7nd78,Instituto Portugues do Mar e da Atmosfera,261,1
https://ror.org/01spy4t79,University of Wuppertal,10,1
https://ror.org/01sqdef20,Centre for Eye Research Australia,194,1
https://ror.org/01st30669,Istituto Nazionale di Fisica Nucleare (INFN),31,1
https://ror.org/01swzsf04,University of Geneva,5045,1
https://ror.org/01t178j62,Luxembourg Institute of Science & Technology,21,1
https://ror.org/01t1kq612,Karlsruhe Institute of Technology,23,1
https://ror.org/01t3zke88,Deutsches Institut Entwicklungspolitik (DIE),119,1
https://ror.org/01t4k8953,Universite Clermont Auvergne (UCA),25,1
https://ror.org/01t4pxy10,Technische Universitat Dresden,6,1
https://ror.org/01t54q348,University of Hong Kong,1,1
https://ror.org/01t75ff47,Eberhard Karls University of Tubingen,3,1
https://ror.org/01t81sv44,University of Information Technology & Management Rzeszow,77,1
https://ror.org/01t884y44,University of Bolton,107,1
https://ror.org/01t8svj65,University of California San Francisco,82,1
https://ror.org/01tbnxe16,University of Bonn,4,1
https://ror.org/01tc2d264,CHU Limoges,76,1
https://ror.org/01td3kv81,Universite Cote d'Azur,50,1
https://ror.org/01teme464,Universidad de Las Palmas de Gran Canaria,939,1
https://ror.org/01tevnk56,University of Siena,1847,1
https://ror.org/01tfjyv98,University of Oxford,69,1
https://ror.org/01tgmhj36,Coventry University,1351,1
https://ror.org/01tgyzw49,National University of Singapore,245,1
https://ror.org/01thw2g46,CHU de Toulouse,1,1
https://ror.org/01tjs6929,National University of La Plata,6,1
https://ror.org/01tm0s838,University College Dublin,6,1
https://ror.org/01tm6cn81,University of Gothenburg,7630,1
https://ror.org/01tmqtf75,University of Salford,782,1
https://ror.org/01tnh0829,Universidad CEU Cardenal Herrera,132,1
https://ror.org/01tp1c480,Sorbonne Universite,109,1
https://ror.org/01trdns33,Friedrich Schiller University of Jena,83,1
https://ror.org/01trny179,Technical University of Munich,22,1
https://ror.org/01tsa0x55,Universite de Bordeaux,214,1
https://ror.org/01tspta37,Leibniz Institut fur Polymerforschung Dresden,360,1
https://ror.org/01tv2ca73,Universite de Lille,53,1
https://ror.org/01tvm6f46,University of Kiel,1117,1
https://ror.org/01tyv8576,Chinese Academy of Sciences,11,1
https://ror.org/01v1jam04,University of Vienna,1,1
https://ror.org/01v1rak05,Pomeranian Medical University,230,1
https://ror.org/01v29qb04,Durham University,5312,1
https://ror.org/01v2xem26,Malatya Turgut Ozal University,4,1
https://ror.org/01v4pc162,National Board of Health & Welfare,6,1
https://ror.org/01v542j61,Polsko-Japonska Akademia Technik Komputerowych,13,1
https://ror.org/01v5cv687,Universidad Rey Juan Carlos,1563,1
https://ror.org/01v5e3436,Universidad Pablo de Olavide,50,1
https://ror.org/01v5hek98,Czech Academy of Sciences,78,1
https://ror.org/01v5nhr20,Universidad de la Costa,172,1
https://ror.org/01v676463,Assistance Publique Hopitaux Paris (APHP),58,1
https://ror.org/01v6shv96,Arts et Metiers Institute of Technology,2,1
https://ror.org/01v9g9c07,Mie University,23,1
https://ror.org/01v9wj339,Assiut University,1,1
https://ror.org/01vb5ks25,University Medical Center Hamburg-Eppendorf,283,1
https://ror.org/01vbgty78,Consejo Superior de Investigaciones Cientificas (CSIC),50,1
https://ror.org/01vdt8f48,University of Cambridge,109,1
https://ror.org/01ve2ed25,Montana State University Bozeman,1,1
https://ror.org/01vekys64,Max Planck Society,336,1
https://ror.org/01vf7he45,Tampere University,23,1
https://ror.org/01vga2998,University of Witwatersrand,18,1
https://ror.org/01vhjs264,University of Washington,26,1
https://ror.org/01vhnrs90,Max Planck Society,358,1
https://ror.org/01vj6ck58,Istituto Nazionale di Fisica Nucleare (INFN),180,1
https://ror.org/01vjtf564,Rabin Medical Center,546,1
https://ror.org/01vme4277,State University of New York (SUNY) System,76,1
https://ror.org/01vrxpt40,Centre National de la Recherche Scientifique (CNRS),83,1
https://ror.org/01vs0xq55,Harvard University,2,1
https://ror.org/01vs6se76,University of Erlangen Nuremberg,96,1
https://ror.org/01vvhy971,Shiga University,3,1
https://ror.org/01vvnmw35,Helmholtz Association,2,1
https://ror.org/01vxfm326,Corvinus University Budapest,385,1
https://ror.org/01vxknj13,Eindhoven University of Technology,6,1
https://ror.org/01vxt3d40,University of Economics in Katowice,45,1
https://ror.org/01vzjr049,Strata Mechanics Research Institute of the Polish Academy of Sciences,27,1
https://ror.org/01vztzd79,Indian Institute of Science Education & Research (IISER) - Mohali,4,1
https://ror.org/01vzx5p25,University of Munster,1,1
https://ror.org/01w0fb867,Leuphana University Luneburg,1,1
https://ror.org/01w151e64,Bristol Eye Hospital,51,1
https://ror.org/01w19ak89,Max Planck Society,158,1
https://ror.org/01w1pbe36,Johns Hopkins University,1,1
https://ror.org/01w4yqf75,Hospital Universitario Marques de Valdecilla (HUMV),459,1
https://ror.org/01w62yz22,Seoul National University (SNU),9,1
https://ror.org/01w6qp003,University of Veterinary Medicine Vienna,688,1
https://ror.org/01w6wtk13,Shizuoka University,121,1
https://ror.org/01w7h4t60,University of Edinburgh,11,1
https://ror.org/01w7qz648,Universite de Montreal,30,1
https://ror.org/01w9wgg77,Istanbul Kent University,6,1
https://ror.org/01wbg2c90,Universidad San Jorge,31,1
https://ror.org/01wcaw014,Centre National de la Recherche Scientifique (CNRS),1,1
